,NG sim,subject,SC_0.8,SC_0.9,SC_0.95,SC_0.98,SC_0.99,SC_1
4191,91,2252,160,263,292,543,543,543
4192,92,2252,291,374,396,445,445,445
4193,93,2252,124,845,868,1145,1145,1145
4194,94,2252,271,280,676,780,780,780
4195,95,2252,60,299,329,457,457,457
4196,96,2252,169,407,831,877,877,877
4197,97,2252,66,92,247,327,327,327
4198,98,2252,565,1179,1487,1679,1679,1679
4199,99,2252,163,243,251,330,330,330
4200,0,2257,204,1528,1553,1595,1595,1595
4201,1,2257,52,118,165,360,360,360
4202,2,2257,89,1051,1065,1407,1407,1407
4203,3,2257,154,518,556,631,631,631
4204,4,2257,165,1520,1528,1540,1540,1540
4205,5,2257,86,253,280,480,480,480
4206,6,2257,60,132,207,317,317,317
4207,7,2257,151,1029,1106,1216,1216,1216
4208,8,2257,337,365,400,518,518,518
4209,9,2257,242,349,449,658,658,658
4210,10,2257,544,578,632,705,705,705
4211,11,2257,99,242,299,429,429,429
4212,12,2257,687,791,810,1723,1723,1723
4213,13,2257,47,66,405,576,576,576
4214,14,2257,54,167,196,288,288,288
4215,15,2257,102,125,154,465,465,465
4216,16,2257,116,262,437,478,478,478
4217,17,2257,295,1032,1585,1724,1724,1724
4218,18,2257,86,138,200,405,405,405
4219,19,2257,39,61,94,125,125,125
4220,20,2257,172,848,957,1023,1023,1023
4221,21,2257,275,995,1190,1232,1232,1232
4222,22,2257,1871,2177,2482,2552,2552,2552
4223,23,2257,43,510,527,1215,1215,1215
4224,24,2257,441,1476,1480,1607,1607,1607
4225,25,2257,330,675,907,998,998,998
4226,26,2257,337,431,435,729,729,729
4227,27,2257,49,136,172,267,267,267
4228,28,2257,75,102,219,303,303,303
4229,29,2257,133,211,251,409,409,409
4230,30,2257,118,212,4210,4609,4609,4609
4231,31,2257,290,417,454,552,552,552
4232,32,2257,43,859,873,973,973,973
4233,33,2257,186,422,447,453,453,453
4234,34,2257,76,125,152,209,209,209
4235,35,2257,56,102,192,471,471,471
4236,36,2257,73,108,360,455,455,455
4237,37,2257,277,925,1857,2162,2162,2162
4238,38,2257,75,131,403,525,525,525
4239,39,2257,1138,1417,1719,1983,1983,1983
4240,40,2257,76,146,160,253,253,253
4241,41,2257,96,1120,1202,1318,1318,1318
4242,42,2257,69,229,274,349,349,349
4243,43,2257,1338,1626,1839,1895,1895,1895
4244,44,2257,93,801,848,937,937,937
4245,45,2257,86,102,214,219,219,219
4246,46,2257,263,2271,2355,2487,2487,2487
4247,47,2257,178,302,434,474,474,474
4248,48,2257,81,109,201,220,220,220
4249,49,2257,786,1222,1438,1477,1477,1477
4250,50,2257,3827,3895,3996,4392,4392,4392
4251,51,2257,84,143,177,285,285,285
4252,52,2257,129,3494,3538,3871,3871,3871
4253,53,2257,50,63,105,214,214,214
4254,54,2257,78,867,878,1015,1015,1015
4255,55,2257,127,203,376,632,632,632
4256,56,2257,1390,1421,1451,1989,1989,1989
4257,57,2257,624,769,847,919,919,919
4258,58,2257,101,125,149,846,846,846
4259,59,2257,103,160,172,432,432,432
4260,60,2257,120,185,256,278,278,278
4261,61,2257,58,93,251,707,707,707
4262,62,2257,279,337,574,900,900,900
4263,63,2257,1500,1672,1843,2091,2091,2091
4264,64,2257,105,498,595,940,940,940
4265,65,2257,1439,2307,2493,2667,2667,2667
4266,66,2257,112,541,568,680,680,680
4267,67,2257,61,97,324,501,501,501
4268,68,2257,59,178,197,274,274,274
4269,69,2257,359,2012,2111,2181,2181,2181
4270,70,2257,227,291,341,380,380,380
4271,71,2257,101,151,169,326,326,326
4272,72,2257,162,289,355,416,416,416
4273,73,2257,198,205,217,840,840,840
4274,74,2257,3435,3508,3626,3672,3672,3672
4275,75,2257,60,119,228,302,302,302
4276,76,2257,77,273,289,423,423,423
4277,77,2257,104,139,253,561,561,561
4278,78,2257,378,911,1077,1250,1250,1250
4279,79,2257,238,1276,1722,2015,2015,2015
4280,80,2257,493,1195,1258,1517,1517,1517
4281,81,2257,56,94,151,271,271,271
4282,82,2257,159,205,258,399,399,399
4283,83,2257,92,164,389,474,474,474
4284,84,2257,120,153,200,286,286,286
4285,85,2257,77,99,206,317,317,317
4286,86,2257,125,619,866,1661,1661,1661
4287,87,2257,169,729,860,980,980,980
4288,88,2257,317,541,583,650,650,650
4289,89,2257,147,177,1609,1761,1761,1761
4290,90,2257,39,115,370,381,381,381
4291,91,2257,225,276,304,407,407,407
4292,92,2257,251,280,340,357,357,357
4293,93,2257,114,811,926,975,975,975
4294,94,2257,296,344,643,678,678,678
4295,95,2257,594,3936,3965,4022,4022,4022
4296,96,2257,1227,1409,1424,1752,1752,1752
4297,97,2257,73,155,336,689,689,689
4298,98,2257,278,294,394,1024,1024,1024
4299,99,2257,257,385,392,498,498,498
4300,0,2264,257,5598,5824,5879,5879,5879
4301,1,2264,148,175,299,330,330,330
4302,2,2264,470,3776,4059,4304,4304,4304
4303,3,2264,1938,2153,2247,2784,2784,2784
4304,4,2264,81,256,305,508,508,508
4305,5,2264,170,943,1681,1828,1828,1828
4306,6,2264,4609,4705,5018,5235,5235,5235
4307,7,2264,45,72,242,580,580,580
4308,8,2264,142,485,524,728,728,728
4309,9,2264,2801,2832,2853,3056,3056,3056
4310,10,2264,330,903,1278,1418,1418,1418
4311,11,2264,2842,2873,2947,3077,3077,3077
4312,12,2264,85,199,555,810,810,810
4313,13,2264,89,253,323,699,699,699
4314,14,2264,249,7924,7993,8037,8037,8037
4315,15,2264,243,1231,1264,1549,1549,1549
4316,16,2264,43,90,119,130,130,130
4317,17,2264,76,373,558,639,639,639
4318,18,2264,60,139,145,284,284,284
4319,19,2264,199,3031,3324,3476,3476,3476
4320,20,2264,57,163,267,854,854,854
4321,21,2264,115,160,241,282,282,282
4322,22,2264,343,766,869,987,987,987
4323,23,2264,330,424,472,621,621,621
4324,24,2264,189,2309,2358,2374,2374,2374
4325,25,2264,4749,4774,4914,4961,4961,4961
4326,26,2264,190,471,639,690,690,690
4327,27,2264,56,193,357,399,399,399
4328,28,2264,111,167,181,188,188,188
4329,29,2264,70,3763,3786,3948,3948,3948
4330,30,2264,100,114,698,1481,1481,1481
4331,31,2264,43,82,589,813,813,813
4332,32,2264,435,1636,1640,1747,1747,1747
4333,33,2264,449,521,614,3112,3112,3112
4334,34,2264,54,114,139,195,195,195
4335,35,2264,233,438,527,915,915,915
4336,36,2264,172,391,8401,10250,10250,10250
4337,37,2264,243,270,313,557,557,557
4338,38,2264,235,3313,3487,3549,3549,3549
4339,39,2264,71,81,165,192,192,192
4340,40,2264,572,838,867,1077,1077,1077
4341,41,2264,89,197,215,428,428,428
4342,42,2264,65,760,994,1815,1815,1815
4343,43,2264,128,454,532,832,832,832
4344,44,2264,68,110,403,433,433,433
4345,45,2264,81,98,111,374,374,374
4346,46,2264,442,505,617,876,876,876
4347,47,2264,231,851,861,1327,1327,1327
4348,48,2264,1499,2200,2467,2590,2590,2590
4349,49,2264,256,2849,2852,2887,2887,2887
4350,50,2264,1694,1859,2005,2065,2065,2065
4351,51,2264,81,112,203,412,412,412
4352,52,2264,136,422,487,717,717,717
4353,53,2264,32,202,3194,3207,3207,3207
4354,54,2264,92,128,247,393,393,393
4355,55,2264,48,122,176,680,680,680
4356,56,2264,137,512,574,716,716,716
4357,57,2264,110,139,202,259,259,259
4358,58,2264,353,8675,8748,9038,9038,9038
4359,59,2264,111,211,233,293,293,293
4360,60,2264,271,491,502,512,512,512
4361,61,2264,164,302,332,903,903,903
4362,62,2264,198,2145,2430,2750,2750,2750
4363,63,2264,167,14910,15144,15362,15362,15362
4364,64,2264,133,182,612,636,636,636
4365,65,2264,55,254,257,505,505,505
4366,66,2264,239,724,776,865,865,865
4367,67,2264,120,11140,18859,18958,18958,18958
4368,68,2264,57,112,146,383,383,383
4369,69,2264,84,198,232,247,247,247
4370,70,2264,114,3080,3261,3574,3574,3574
4371,71,2264,59,145,237,720,720,720
4372,72,2264,276,365,380,1030,1030,1030
4373,73,2264,242,9331,9344,9676,9676,9676
4374,74,2264,120,439,475,688,688,688
4375,75,2264,122,139,336,559,559,559
4376,76,2264,335,879,1080,1210,1210,1210
4377,77,2264,89,866,1609,1853,1853,1853
4378,78,2264,1843,7011,7401,7508,7508,7508
4379,79,2264,210,267,305,1313,1313,1313
4380,80,2264,48,175,228,591,591,591
4381,81,2264,251,410,446,612,612,612
4382,82,2264,70,4245,4324,4501,4501,4501
4383,83,2264,326,356,2906,3799,3799,3799
4384,84,2264,295,421,1036,1409,1409,1409
4385,85,2264,135,344,514,594,594,594
4386,86,2264,58,117,338,724,724,724
4387,87,2264,181,314,1022,1984,1984,1984
4388,88,2264,1592,1907,1918,2037,2037,2037
4389,89,2264,4257,4828,4941,5204,5204,5204
4390,90,2264,219,3657,4313,4400,4400,4400
4391,91,2264,127,497,595,641,641,641
4392,92,2264,75,102,306,679,679,679
4393,93,2264,130,170,187,334,334,334
4394,94,2264,3111,3354,3645,3653,3653,3653
4395,95,2264,97,2633,2661,2803,2803,2803
4396,96,2264,63,318,502,560,560,560
4397,97,2264,56,75,119,183,183,183
4398,98,2264,7223,7276,7307,7345,7345,7345
4399,99,2264,204,294,330,496,496,496
4400,0,2266,109,202,257,316,316,316
4401,1,2266,55,67,431,570,570,570
4402,2,2266,139,606,637,1056,1056,1056
4403,3,2266,3683,3808,3835,4250,4250,4250
4404,4,2266,329,2955,2986,3421,3421,3421
4405,5,2266,376,462,581,634,634,634
4406,6,2266,150,192,241,354,354,354
4407,7,2266,11641,12444,12569,12670,12670,12670
4408,8,2266,2521,3602,3821,4003,4003,4003
4409,9,2266,163,443,516,813,813,813
4410,10,2266,190,275,342,359,359,359
4411,11,2266,1489,5735,5811,6520,6520,6520
4412,12,2266,140,240,396,490,490,490
4413,13,2266,70,1172,1288,1654,1654,1654
4414,14,2266,148,332,459,523,523,523
4415,15,2266,187,965,1045,1095,1095,1095
4416,16,2266,448,1483,1650,5258,5258,5258
4417,17,2266,8299,8519,8737,8761,8761,8761
4418,18,2266,79,440,2298,2904,2904,2904
4419,19,2266,32,79,152,344,344,344
4420,20,2266,172,574,613,1116,1116,1116
4421,21,2266,190,606,747,874,874,874
4422,22,2266,95,5776,5828,6480,6480,6480
4423,23,2266,707,734,1257,1360,1360,1360
4424,24,2266,3814,4168,4534,4645,4645,4645
4425,25,2266,113,144,309,516,516,516
4426,26,2266,216,234,373,429,429,429
4427,27,2266,131,194,429,460,460,460
4428,28,2266,5040,5066,7289,7386,7386,7386
4429,29,2266,76,877,1023,1252,1252,1252
4430,30,2266,48,85,104,171,171,171
4431,31,2266,196,899,947,1139,1139,1139
4432,32,2266,301,325,431,630,630,630
4433,33,2266,271,3159,3294,3564,3564,3564
4434,34,2266,145,408,450,755,755,755
4435,35,2266,93,138,237,679,679,679
4436,36,2266,98,141,514,629,629,629
4437,37,2266,123,338,341,544,544,544
4438,38,2266,161,598,738,1077,1077,1077
4439,39,2266,48,115,144,290,290,290
4440,40,2266,53,81,133,300,300,300
4441,41,2266,93,210,547,1081,1081,1081
4442,42,2266,148,193,4424,4516,4516,4516
4443,43,2266,121,217,264,772,772,772
4444,44,2266,100,182,192,373,373,373
4445,45,2266,161,335,3646,3756,3756,3756
4446,46,2266,10032,10921,10968,11267,11267,11267
4447,47,2266,566,640,754,936,936,936
4448,48,2266,77,404,617,628,628,628
4449,49,2266,13573,15644,15663,16065,16065,16065
4450,50,2266,83,171,253,332,332,332
4451,51,2266,65,107,169,285,285,285
4452,52,2266,64,105,117,401,401,401
4453,53,2266,598,645,721,860,860,860
4454,54,2266,1056,1183,1269,1312,1312,1312
4455,55,2266,143,388,523,809,809,809
4456,56,2266,2167,6016,6043,6445,6445,6445
4457,57,2266,493,502,776,819,819,819
4458,58,2266,819,860,1431,1462,1462,1462
4459,59,2266,152,187,226,264,264,264
4460,60,2266,162,275,849,1068,1068,1068
4461,61,2266,353,593,682,824,824,824
4462,62,2266,44,107,410,672,672,672
4463,63,2266,104,163,206,256,256,256
4464,64,2266,227,1902,2218,2271,2271,2271
4465,65,2266,118,132,229,502,502,502
4466,66,2266,152,921,952,1310,1310,1310
4467,67,2266,2699,10621,10845,10897,10897,10897
4468,68,2266,108,126,328,478,478,478
4469,69,2266,612,701,907,1365,1365,1365
4470,70,2266,118,165,503,592,592,592
4471,71,2266,1082,2960,3293,3408,3408,3408
4472,72,2266,143,16271,16281,16364,16364,16364
4473,73,2266,1597,8458,8489,8787,8787,8787
4474,74,2266,397,665,721,738,738,738
4475,75,2266,131,153,309,565,565,565
4476,76,2266,301,463,478,1543,1543,1543
4477,77,2266,5378,8113,8153,9807,9807,9807
4478,78,2266,77,503,617,656,656,656
4479,79,2266,264,675,693,10153,10153,10153
4480,80,2266,142,431,448,528,528,528
4481,81,2266,308,866,1140,1355,1355,1355
4482,82,2266,1353,3010,3038,3210,3210,3210
4483,83,2266,44,219,1041,1241,1241,1241
4484,84,2266,202,299,328,365,365,365
4485,85,2266,423,13037,13326,13964,13964,13964
4486,86,2266,271,1541,1665,1873,1873,1873
4487,87,2266,703,1194,1331,1417,1417,1417
4488,88,2266,811,1722,1929,2082,2082,2082
4489,89,2266,141,351,557,927,927,927
4490,90,2266,89,535,599,764,764,764
4491,91,2266,85,104,327,348,348,348
4492,92,2266,6207,6567,6616,6709,6709,6709
4493,93,2266,457,554,607,662,662,662
4494,94,2266,42,102,220,244,244,244
4495,95,2266,147,189,272,317,317,317
4496,96,2266,88,7763,7890,7959,7959,7959
4497,97,2266,44,93,122,181,181,181
4498,98,2266,102,319,1559,1727,1727,1727
4499,99,2266,2144,2183,2190,2498,2498,2498
4500,0,2267,459,776,780,931,931,931
4501,1,2267,139,234,294,358,358,358
4502,2,2267,43,150,206,371,371,371
4503,3,2267,97,1147,1197,1288,1288,1288
4504,4,2267,131,186,266,350,350,350
4505,5,2267,107,347,441,1635,1635,1635
4506,6,2267,105,307,394,647,647,647
4507,7,2267,130,149,191,362,362,362
4508,8,2267,60,148,447,610,610,610
4509,9,2267,175,1264,1268,1301,1301,1301
4510,10,2267,246,605,1152,1327,1327,1327
4511,11,2267,78,86,110,283,283,283
4512,12,2267,2144,2281,2313,3188,3188,3188
4513,13,2267,303,1051,1610,1681,1681,1681
4514,14,2267,55,79,144,157,157,157
4515,15,2267,94,107,119,335,335,335
4516,16,2267,87,161,884,1229,1229,1229
4517,17,2267,243,284,338,394,394,394
4518,18,2267,2836,2886,2965,2993,2993,2993
4519,19,2267,123,173,207,215,215,215
4520,20,2267,221,791,922,986,986,986
4521,21,2267,289,916,975,1239,1239,1239
4522,22,2267,82,121,1405,1452,1452,1452
4523,23,2267,56,169,189,580,580,580
4524,24,2267,83,526,1874,1900,1900,1900
4525,25,2267,203,289,295,565,565,565
4526,26,2267,302,505,628,689,689,689
4527,27,2267,64,80,113,247,247,247
4528,28,2267,162,383,539,669,669,669
4529,29,2267,86,1050,1203,1303,1303,1303
4530,30,2267,118,452,464,1603,1603,1603
4531,31,2267,352,516,569,729,729,729
4532,32,2267,742,833,885,2414,2414,2414
4533,33,2267,95,154,184,249,249,249
4534,34,2267,399,463,483,1184,1184,1184
4535,35,2267,68,752,2012,2050,2050,2050
4536,36,2267,78,1353,1484,1586,1586,1586
4537,37,2267,187,487,563,1252,1252,1252
4538,38,2267,672,878,939,1084,1084,1084
4539,39,2267,240,321,324,439,439,439
4540,40,2267,209,340,397,910,910,910
4541,41,2267,142,165,320,326,326,326
4542,42,2267,73,1977,2387,2933,2933,2933
4543,43,2267,231,265,282,318,318,318
4544,44,2267,72,95,179,208,208,208
4545,45,2267,93,122,184,214,214,214
4546,46,2267,100,332,498,576,576,576
4547,47,2267,160,191,235,294,294,294
4548,48,2267,243,896,1006,1336,1336,1336
4549,49,2267,253,996,1300,1353,1353,1353
4550,50,2267,185,309,354,523,523,523
4551,51,2267,55,70,268,457,457,457
4552,52,2267,98,243,257,293,293,293
4553,53,2267,80,662,784,850,850,850
4554,54,2267,175,466,590,607,607,607
4555,55,2267,67,316,329,659,659,659
4556,56,2267,886,1418,1462,1517,1517,1517
4557,57,2267,95,835,3850,3910,3910,3910
4558,58,2267,125,212,660,1199,1199,1199
4559,59,2267,630,1733,1755,1911,1911,1911
4560,60,2267,565,701,733,770,770,770
4561,61,2267,184,282,319,371,371,371
4562,62,2267,93,155,188,270,270,270
4563,63,2267,87,258,297,385,385,385
4564,64,2267,641,672,754,908,908,908
4565,65,2267,59,546,1052,1496,1496,1496
4566,66,2267,135,186,248,311,311,311
4567,67,2267,84,169,234,241,241,241
4568,68,2267,463,495,507,603,603,603
4569,69,2267,135,798,1847,1879,1879,1879
4570,70,2267,228,293,314,398,398,398
4571,71,2267,1299,1400,1464,1904,1904,1904
4572,72,2267,824,1403,1408,1609,1609,1609
4573,73,2267,1088,1291,1773,1938,1938,1938
4574,74,2267,51,289,341,452,452,452
4575,75,2267,115,2293,2304,2335,2335,2335
4576,76,2267,131,810,823,896,896,896
4577,77,2267,223,249,597,1167,1167,1167
4578,78,2267,110,155,299,439,439,439
4579,79,2267,1716,1898,1960,2457,2457,2457
4580,80,2267,114,167,195,215,215,215
4581,81,2267,240,1319,1340,1455,1455,1455
4582,82,2267,94,1889,1900,2132,2132,2132
4583,83,2267,63,2593,2597,2937,2937,2937
4584,84,2267,62,121,336,406,406,406
4585,85,2267,110,405,517,573,573,573
4586,86,2267,195,239,302,313,313,313
4587,87,2267,112,414,528,1035,1035,1035
4588,88,2267,92,161,165,276,276,276
4589,89,2267,131,344,367,597,597,597
4590,90,2267,121,379,489,521,521,521
4591,91,2267,213,703,768,878,878,878
4592,92,2267,296,342,348,396,396,396
4593,93,2267,4494,4825,4860,4905,4905,4905
4594,94,2267,411,467,605,668,668,668
4595,95,2267,93,197,256,318,318,318
4596,96,2267,527,856,893,1039,1039,1039
4597,97,2267,284,1185,1217,1225,1225,1225
4598,98,2267,801,861,877,930,930,930
4599,99,2267,517,629,777,1007,1007,1007
4600,0,2277,1239,6898,7248,7359,7359,7359
4601,1,2277,74,220,228,293,293,293
4602,2,2277,139,164,1206,1219,1219,1219
4603,3,2277,240,22925,23679,23753,23753,23753
4604,4,2277,646,720,2154,2344,2344,2344
4605,5,2277,190,251,273,706,706,706
4606,6,2277,86,3454,3518,3958,3958,3958
4607,7,2277,63,378,404,562,562,562
4608,8,2277,264,475,543,986,986,986
4609,9,2277,193,995,2070,2182,2182,2182
4610,10,2277,186,3723,3801,3822,3822,3822
4611,11,2277,93,162,186,251,251,251
4612,12,2277,71,147,223,288,288,288
4613,13,2277,77,94,139,279,279,279
4614,14,2277,423,472,610,621,621,621
4615,15,2277,181,687,795,897,897,897
4616,16,2277,155,420,450,489,489,489
4617,17,2277,746,781,875,1144,1144,1144
4618,18,2277,215,367,748,809,809,809
4619,19,2277,188,8114,8173,8637,8637,8637
4620,20,2277,115,173,200,263,263,263
4621,21,2277,400,458,469,548,548,548
4622,22,2277,237,337,478,566,566,566
4623,23,2277,117,696,739,933,933,933
4624,24,2277,275,413,510,572,572,572
4625,25,2277,4654,4775,4850,5365,5365,5365
4626,26,2277,588,670,742,781,781,781
4627,27,2277,99,120,164,236,236,236
4628,28,2277,202,591,598,633,633,633
4629,29,2277,7751,7879,7902,8031,8031,8031
4630,30,2277,332,351,448,567,567,567
4631,31,2277,482,1276,1812,2018,2018,2018
4632,32,2277,75,208,242,1102,1102,1102
4633,33,2277,52,143,210,431,431,431
4634,34,2277,45,6403,6454,6701,6701,6701
4635,35,2277,99,5088,5277,5457,5457,5457
4636,36,2277,3045,3279,3314,3774,3774,3774
4637,37,2277,86,10333,10433,10748,10748,10748
4638,38,2277,257,391,450,610,610,610
4639,39,2277,105,212,255,295,295,295
4640,40,2277,117,337,767,799,799,799
4641,41,2277,134,209,232,410,410,410
4642,42,2277,95,129,639,886,886,886
4643,43,2277,5050,6034,6072,6348,6348,6348
4644,44,2277,331,706,833,967,967,967
4645,45,2277,562,708,6591,6701,6701,6701
4646,46,2277,6877,7245,7319,7634,7634,7634
4647,47,2277,2584,2860,3086,3359,3359,3359
4648,48,2277,4194,4419,4557,4642,4642,4642
4649,49,2277,70,132,292,453,453,453
4650,50,2277,3282,3492,3698,3752,3752,3752
4651,51,2277,1446,1582,6892,6920,6920,6920
4652,52,2277,421,441,568,588,588,588
4653,53,2277,292,564,587,652,652,652
4654,54,2277,1046,1572,1647,1723,1723,1723
4655,55,2277,1201,1346,1393,1877,1877,1877
4656,56,2277,430,710,741,762,762,762
4657,57,2277,79,147,190,374,374,374
4658,58,2277,6108,6420,6456,6500,6500,6500
4659,59,2277,93,1057,1094,2022,2022,2022
4660,60,2277,85,303,355,413,413,413
4661,61,2277,591,730,1022,1050,1050,1050
4662,62,2277,235,285,737,860,860,860
4663,63,2277,2455,7253,7280,7576,7576,7576
4664,64,2277,263,369,374,589,589,589
4665,65,2277,107,250,339,450,450,450
4666,66,2277,629,680,749,771,771,771
4667,67,2277,1924,6838,7178,7208,7208,7208
4668,68,2277,83,114,316,495,495,495
4669,69,2277,183,221,923,2186,2186,2186
4670,70,2277,115,196,8969,8994,8994,8994
4671,71,2277,121,348,576,810,810,810
4672,72,2277,482,524,589,651,651,651
4673,73,2277,315,355,389,570,570,570
4674,74,2277,2432,3305,3345,3459,3459,3459
4675,75,2277,81,8803,8816,9203,9203,9203
4676,76,2277,111,194,268,324,324,324
4677,77,2277,44,95,108,212,212,212
4678,78,2277,57,9669,9999,10087,10087,10087
4679,79,2277,180,191,250,292,292,292
4680,80,2277,5898,17037,18591,18898,18898,18898
4681,81,2277,311,573,5464,5642,5642,5642
4682,82,2277,242,267,517,853,853,853
4683,83,2277,202,271,405,453,453,453
4684,84,2277,4036,4967,5029,5130,5130,5130
4685,85,2277,148,16763,16812,17660,17660,17660
4686,86,2277,66,151,489,944,944,944
4687,87,2277,165,270,370,452,452,452
4688,88,2277,96,2809,2868,2933,2933,2933
4689,89,2277,131,814,820,975,975,975
4690,90,2277,49,65,108,1282,1282,1282
4691,91,2277,69,166,187,209,209,209
4692,92,2277,1248,12984,13059,13263,13263,13263
4693,93,2277,142,465,620,793,793,793
4694,94,2277,106,261,352,817,817,817
4695,95,2277,121,273,367,689,689,689
4696,96,2277,4637,4856,4874,4990,4990,4990
4697,97,2277,706,739,781,1217,1217,1217
4698,98,2277,173,192,307,515,515,515
4699,99,2277,471,540,2483,2531,2531,2531
4700,0,2278,145,3480,3511,3638,3638,3638
4701,1,2278,2790,2833,2936,2999,2999,2999
4702,2,2278,202,490,551,598,598,598
4703,3,2278,510,564,781,986,986,986
4704,4,2278,226,986,1372,1502,1502,1502
4705,5,2278,135,303,331,411,411,411
4706,6,2278,104,145,352,371,371,371
4707,7,2278,820,2735,2925,3232,3232,3232
4708,8,2278,92,668,1230,1432,1432,1432
4709,9,2278,98,159,1194,1199,1199,1199
4710,10,2278,4296,4461,4534,4551,4551,4551
4711,11,2278,1711,6551,6835,6859,6859,6859
4712,12,2278,117,155,217,291,291,291
4713,13,2278,87,608,668,703,703,703
4714,14,2278,78,124,208,282,282,282
4715,15,2278,63,2378,2574,2811,2811,2811
4716,16,2278,782,843,892,1555,1555,1555
4717,17,2278,170,229,243,453,453,453
4718,18,2278,249,328,344,416,416,416
4719,19,2278,764,896,912,1195,1195,1195
4720,20,2278,66,112,129,225,225,225
4721,21,2278,124,1350,1360,1385,1385,1385
4722,22,2278,618,2288,2321,2345,2345,2345
4723,23,2278,220,369,434,471,471,471
4724,24,2278,242,501,624,986,986,986
4725,25,2278,2279,2360,2371,2869,2869,2869
4726,26,2278,1014,2073,2129,2255,2255,2255
4727,27,2278,60,159,286,542,542,542
4728,28,2278,135,164,596,1296,1296,1296
4729,29,2278,115,213,780,1502,1502,1502
4730,30,2278,1254,2062,2330,2714,2714,2714
4731,31,2278,134,249,295,298,298,298
4732,32,2278,90,412,476,575,575,575
4733,33,2278,45,105,232,332,332,332
4734,34,2278,1891,2013,2465,2935,2935,2935
4735,35,2278,115,245,557,629,629,629
4736,36,2278,317,3070,3285,3526,3526,3526
4737,37,2278,246,431,490,547,547,547
4738,38,2278,142,397,718,1727,1727,1727
4739,39,2278,50,160,231,328,328,328
4740,40,2278,295,354,372,524,524,524
4741,41,2278,101,146,157,430,430,430
4742,42,2278,43,61,77,278,278,278
4743,43,2278,82,154,409,591,591,591
4744,44,2278,136,169,347,437,437,437
4745,45,2278,139,172,179,341,341,341
4746,46,2278,87,118,278,528,528,528
4747,47,2278,252,329,462,601,601,601
4748,48,2278,201,247,282,498,498,498
4749,49,2278,80,374,380,590,590,590
4750,50,2278,114,531,803,859,859,859
4751,51,2278,134,327,393,3260,3260,3260
4752,52,2278,111,123,252,340,340,340
4753,53,2278,924,974,1152,1635,1635,1635
4754,54,2278,138,449,458,547,547,547
4755,55,2278,99,526,542,600,600,600
4756,56,2278,93,290,532,657,657,657
4757,57,2278,70,102,107,586,586,586
4758,58,2278,139,160,184,507,507,507
4759,59,2278,79,871,954,1061,1061,1061
4760,60,2278,231,285,296,347,347,347
4761,61,2278,864,1300,1839,3331,3331,3331
4762,62,2278,202,257,322,715,715,715
4763,63,2278,161,297,328,366,366,366
4764,64,2278,145,234,253,265,265,265
4765,65,2278,198,422,711,760,760,760
4766,66,2278,915,967,1891,1935,1935,1935
4767,67,2278,94,191,214,699,699,699
4768,68,2278,325,441,463,823,823,823
4769,69,2278,73,150,196,251,251,251
4770,70,2278,2137,2196,2805,2941,2941,2941
4771,71,2278,1807,1917,2103,2117,2117,2117
4772,72,2278,105,455,458,595,595,595
4773,73,2278,231,383,451,490,490,490
4774,74,2278,649,677,694,783,783,783
4775,75,2278,272,850,1003,1023,1023,1023
4776,76,2278,573,2871,2946,2963,2963,2963
4777,77,2278,91,908,934,1026,1026,1026
4778,78,2278,66,92,116,138,138,138
4779,79,2278,1055,7694,7946,7983,7983,7983
4780,80,2278,331,508,515,642,642,642
4781,81,2278,50,105,153,331,331,331
4782,82,2278,1330,1988,2166,2596,2596,2596
4783,83,2278,530,556,637,795,795,795
4784,84,2278,79,292,323,358,358,358
4785,85,2278,448,468,675,1034,1034,1034
4786,86,2278,110,464,808,858,858,858
4787,87,2278,126,313,349,476,476,476
4788,88,2278,667,3554,3672,3710,3710,3710
4789,89,2278,154,993,997,3434,3434,3434
4790,90,2278,321,507,671,679,679,679
4791,91,2278,149,249,317,408,408,408
4792,92,2278,496,3412,3452,3568,3568,3568
4793,93,2278,734,975,1010,1181,1181,1181
4794,94,2278,68,263,294,305,305,305
4795,95,2278,393,6197,6242,6360,6360,6360
4796,96,2278,126,1173,1442,1531,1531,1531
4797,97,2278,321,584,594,953,953,953
4798,98,2278,273,2166,2191,2264,2264,2264
4799,99,2278,524,621,679,1103,1103,1103
4800,0,2279,481,616,658,695,695,695
4801,1,2279,63,770,1414,1860,1860,1860
4802,2,2279,481,634,658,757,757,757
4803,3,2279,146,3110,3131,3238,3238,3238
4804,4,2279,71,115,219,415,415,415
4805,5,2279,117,506,560,860,860,860
4806,6,2279,43,108,116,167,167,167
4807,7,2279,95,167,264,548,548,548
4808,8,2279,472,1144,1149,1218,1218,1218
4809,9,2279,110,272,309,446,446,446
4810,10,2279,665,1338,1505,1582,1582,1582
4811,11,2279,266,302,818,847,847,847
4812,12,2279,207,554,577,753,753,753
4813,13,2279,98,289,454,485,485,485
4814,14,2279,213,241,405,744,744,744
4815,15,2279,2241,2403,2546,2666,2666,2666
4816,16,2279,1105,1254,3717,3778,3778,3778
4817,17,2279,148,370,447,606,606,606
4818,18,2279,46,83,93,571,571,571
4819,19,2279,57,4296,4310,4341,4341,4341
4820,20,2279,303,411,1111,1202,1202,1202
4821,21,2279,109,330,413,774,774,774
4822,22,2279,157,458,489,832,832,832
4823,23,2279,57,97,139,185,185,185
