,NG sim,subject,SC_0.8,SC_0.9,SC_0.95,SC_0.98,SC_0.99,SC_1
4824,24,2279,705,735,1164,1255,1255,1255
4825,25,2279,66,117,122,138,138,138
4826,26,2279,103,150,857,902,902,902
4827,27,2279,206,282,405,541,541,541
4828,28,2279,1625,7916,8794,9203,9203,9203
4829,29,2279,150,295,422,477,477,477
4830,30,2279,316,330,338,414,414,414
4831,31,2279,76,707,787,1421,1421,1421
4832,32,2279,185,473,534,589,589,589
4833,33,2279,247,613,679,712,712,712
4834,34,2279,175,503,539,632,632,632
4835,35,2279,133,287,305,568,568,568
4836,36,2279,67,230,262,357,357,357
4837,37,2279,138,720,1091,1226,1226,1226
4838,38,2279,144,236,256,900,900,900
4839,39,2279,212,413,508,1576,1576,1576
4840,40,2279,192,261,1616,1767,1767,1767
4841,41,2279,2576,2597,2691,2754,2754,2754
4842,42,2279,1363,1812,1833,2178,2178,2178
4843,43,2279,484,786,796,891,891,891
4844,44,2279,41,58,86,220,220,220
4845,45,2279,102,2800,2898,2967,2967,2967
4846,46,2279,153,212,276,327,327,327
4847,47,2279,105,146,165,272,272,272
4848,48,2279,258,7898,8087,8238,8238,8238
4849,49,2279,184,193,326,483,483,483
4850,50,2279,167,259,328,383,383,383
4851,51,2279,52,68,83,330,330,330
4852,52,2279,551,907,2696,2811,2811,2811
4853,53,2279,119,180,573,802,802,802
4854,54,2279,120,188,299,307,307,307
4855,55,2279,52,167,429,614,614,614
4856,56,2279,361,415,451,907,907,907
4857,57,2279,143,304,389,496,496,496
4858,58,2279,362,474,702,3039,3039,3039
4859,59,2279,98,199,392,608,608,608
4860,60,2279,56,112,259,367,367,367
4861,61,2279,132,760,786,943,943,943
4862,62,2279,72,114,248,296,296,296
4863,63,2279,93,192,559,753,753,753
4864,64,2279,5118,5253,7496,7564,7564,7564
4865,65,2279,108,160,671,752,752,752
4866,66,2279,850,1310,1439,1469,1469,1469
4867,67,2279,438,3197,3303,3407,3407,3407
4868,68,2279,148,191,220,247,247,247
4869,69,2279,252,313,464,755,755,755
4870,70,2279,113,1440,1493,1738,1738,1738
4871,71,2279,196,287,301,386,386,386
4872,72,2279,119,252,264,338,338,338
4873,73,2279,239,1303,1347,1442,1442,1442
4874,74,2279,80,111,129,157,157,157
4875,75,2279,150,621,633,749,749,749
4876,76,2279,2874,3070,3171,3323,3323,3323
4877,77,2279,43,77,152,320,320,320
4878,78,2279,157,1548,1716,1981,1981,1981
4879,79,2279,85,239,277,587,587,587
4880,80,2279,48,110,132,233,233,233
4881,81,2279,57,127,216,250,250,250
4882,82,2279,438,917,1098,1318,1318,1318
4883,83,2279,144,487,817,1022,1022,1022
4884,84,2279,128,238,250,393,393,393
4885,85,2279,354,5004,5380,5590,5590,5590
4886,86,2279,115,145,160,222,222,222
4887,87,2279,191,228,399,434,434,434
4888,88,2279,78,367,509,567,567,567
4889,89,2279,100,194,253,552,552,552
4890,90,2279,103,173,860,1009,1009,1009
4891,91,2279,150,383,568,1018,1018,1018
4892,92,2279,79,111,121,512,512,512
4893,93,2279,100,1241,1258,1322,1322,1322
4894,94,2279,218,382,437,572,572,572
4895,95,2279,178,226,978,2865,2865,2865
4896,96,2279,53,72,99,159,159,159
4897,97,2279,373,436,932,1145,1145,1145
4898,98,2279,59,85,93,224,224,224
4899,99,2279,974,1420,1566,1755,1755,1755
4900,0,2292,161,203,220,447,447,447
4901,1,2292,93,293,328,349,349,349
4902,2,2292,509,742,906,1002,1002,1002
4903,3,2292,280,970,2103,2155,2155,2155
4904,4,2292,125,284,304,380,380,380
4905,5,2292,252,2764,2825,2885,2885,2885
4906,6,2292,1891,2064,2317,3070,3070,3070
4907,7,2292,162,234,242,420,420,420
4908,8,2292,86,139,203,297,297,297
4909,9,2292,439,1300,1386,1580,1580,1580
4910,10,2292,137,154,316,414,414,414
4911,11,2292,373,795,869,997,997,997
4912,12,2292,84,112,361,726,726,726
4913,13,2292,1224,1340,1668,1767,1767,1767
4914,14,2292,481,700,787,1785,1785,1785
4915,15,2292,83,308,319,395,395,395
4916,16,2292,61,147,183,446,446,446
4917,17,2292,527,811,1004,1047,1047,1047
4918,18,2292,73,180,203,367,367,367
4919,19,2292,81,159,259,301,301,301
4920,20,2292,75,257,280,305,305,305
4921,21,2292,691,5042,5054,5141,5141,5141
4922,22,2292,311,329,431,516,516,516
4923,23,2292,84,632,755,3693,3693,3693
4924,24,2292,85,142,197,1372,1372,1372
4925,25,2292,115,232,249,460,460,460
4926,26,2292,694,997,1098,1264,1264,1264
4927,27,2292,69,145,294,366,366,366
4928,28,2292,112,152,335,638,638,638
4929,29,2292,67,164,188,439,439,439
4930,30,2292,910,1060,1125,1194,1194,1194
4931,31,2292,392,615,733,793,793,793
4932,32,2292,158,411,433,650,650,650
4933,33,2292,104,196,222,495,495,495
4934,34,2292,306,513,523,892,892,892
4935,35,2292,103,590,907,1826,1826,1826
4936,36,2292,419,742,763,1024,1024,1024
4937,37,2292,120,382,410,539,539,539
4938,38,2292,899,1101,1347,1529,1529,1529
4939,39,2292,128,493,809,912,912,912
4940,40,2292,519,766,799,1236,1236,1236
4941,41,2292,130,941,1174,1226,1226,1226
4942,42,2292,337,602,630,956,956,956
4943,43,2292,223,357,526,1637,1637,1637
4944,44,2292,75,147,163,176,176,176
4945,45,2292,93,121,976,2096,2096,2096
4946,46,2292,312,345,375,471,471,471
4947,47,2292,64,207,268,527,527,527
4948,48,2292,45,92,108,245,245,245
4949,49,2292,851,1205,1210,1227,1227,1227
4950,50,2292,122,397,852,1126,1126,1126
4951,51,2292,169,322,364,598,598,598
4952,52,2292,185,520,668,802,802,802
4953,53,2292,187,1376,1463,1484,1484,1484
4954,54,2292,279,345,693,923,923,923
4955,55,2292,58,209,313,584,584,584
4956,56,2292,2289,2533,2576,2847,2847,2847
4957,57,2292,347,2203,2211,2351,2351,2351
4958,58,2292,61,128,1775,1975,1975,1975
4959,59,2292,228,337,1044,1304,1304,1304
4960,60,2292,171,1012,1028,1155,1155,1155
4961,61,2292,360,515,861,1334,1334,1334
4962,62,2292,79,117,250,485,485,485
4963,63,2292,211,1627,1879,2136,2136,2136
4964,64,2292,239,490,558,595,595,595
4965,65,2292,244,495,520,880,880,880
4966,66,2292,396,1018,1084,1145,1145,1145
4967,67,2292,395,498,656,767,767,767
4968,68,2292,130,264,280,282,282,282
4969,69,2292,140,252,354,826,826,826
4970,70,2292,46,64,82,157,157,157
4971,71,2292,94,246,262,452,452,452
4972,72,2292,64,93,158,218,218,218
4973,73,2292,431,471,499,557,557,557
4974,74,2292,348,1010,1039,1113,1113,1113
4975,75,2292,273,330,435,947,947,947
4976,76,2292,107,137,448,842,842,842
4977,77,2292,139,300,388,742,742,742
4978,78,2292,1402,1541,1720,1863,1863,1863
4979,79,2292,187,526,701,1563,1563,1563
4980,80,2292,84,100,145,276,276,276
4981,81,2292,579,635,795,1063,1063,1063
4982,82,2292,122,210,239,436,436,436
4983,83,2292,2555,2731,2907,2961,2961,2961
4984,84,2292,87,488,758,990,990,990
4985,85,2292,337,429,584,625,625,625
4986,86,2292,1583,1635,1683,1774,1774,1774
4987,87,2292,304,661,840,847,847,847
4988,88,2292,30,105,127,171,171,171
4989,89,2292,335,2962,3062,3687,3687,3687
4990,90,2292,2467,2601,2669,2820,2820,2820
4991,91,2292,1133,1552,2292,2341,2341,2341
4992,92,2292,1531,1813,1836,1926,1926,1926
4993,93,2292,84,108,386,463,463,463
4994,94,2292,642,1219,1227,9911,9911,9911
4995,95,2292,616,809,874,1025,1025,1025
4996,96,2292,67,98,124,383,383,383
4997,97,2292,279,1413,1500,1885,1885,1885
4998,98,2292,173,214,253,254,254,254
4999,99,2292,116,190,213,339,339,339
5000,0,2297,171,413,473,534,534,534
5001,1,2297,202,265,438,526,526,526
5002,2,2297,176,384,391,616,616,616
5003,3,2297,1072,1368,2069,2236,2236,2236
5004,4,2297,94,9695,10098,10243,10243,10243
5005,5,2297,533,1521,1609,1682,1682,1682
5006,6,2297,96,248,1065,1501,1501,1501
5007,7,2297,4854,4998,5288,5380,5380,5380
5008,8,2297,47,60,65,340,340,340
5009,9,2297,245,362,367,672,672,672
5010,10,2297,114,193,217,460,460,460
5011,11,2297,1315,1347,1416,1846,1846,1846
5012,12,2297,248,329,406,503,503,503
5013,13,2297,393,5450,5599,5729,5729,5729
5014,14,2297,81,516,644,4877,4877,4877
5015,15,2297,56,86,138,319,319,319
5016,16,2297,140,212,1860,2108,2108,2108
5017,17,2297,86,445,507,617,617,617
5018,18,2297,383,456,483,637,637,637
5019,19,2297,298,379,397,655,655,655
5020,20,2297,244,767,825,901,901,901
5021,21,2297,199,255,260,473,473,473
5022,22,2297,164,282,338,729,729,729
5023,23,2297,127,188,224,465,465,465
5024,24,2297,266,1159,1193,1273,1273,1273
5025,25,2297,98,275,936,1119,1119,1119
5026,26,2297,359,1182,1316,1596,1596,1596
5027,27,2297,197,5396,5410,5647,5647,5647
5028,28,2297,474,640,701,826,826,826
5029,29,2297,72,115,121,218,218,218
5030,30,2297,5348,5625,6203,6322,6322,6322
5031,31,2297,2237,4216,4317,4422,4422,4422
5032,32,2297,86,191,251,401,401,401
5033,33,2297,149,175,191,225,225,225
5034,34,2297,101,235,297,427,427,427
5035,35,2297,69,128,201,298,298,298
5036,36,2297,3001,4781,5023,5431,5431,5431
5037,37,2297,55,112,129,182,182,182
5038,38,2297,296,2381,2422,2685,2685,2685
5039,39,2297,46,107,124,519,519,519
5040,40,2297,1280,2333,2501,2777,2777,2777
5041,41,2297,73,102,199,233,233,233
5042,42,2297,549,1938,1969,2136,2136,2136
5043,43,2297,96,279,441,684,684,684
5044,44,2297,99,147,208,276,276,276
5045,45,2297,250,2805,2920,3611,3611,3611
5046,46,2297,88,307,458,565,565,565
5047,47,2297,187,465,809,828,828,828
5048,48,2297,73,256,695,1450,1450,1450
5049,49,2297,107,228,322,438,438,438
5050,50,2297,1753,1896,2386,2597,2597,2597
5051,51,2297,1854,2185,2261,2320,2320,2320
5052,52,2297,79,129,195,466,466,466
5053,53,2297,143,312,343,602,602,602
5054,54,2297,204,388,510,1358,1358,1358
5055,55,2297,120,2373,2509,2763,2763,2763
5056,56,2297,167,315,498,772,772,772
5057,57,2297,173,351,606,896,896,896
5058,58,2297,76,162,359,815,815,815
5059,59,2297,108,6750,6774,6848,6848,6848
5060,60,2297,217,303,338,402,402,402
5061,61,2297,209,956,1376,1511,1511,1511
5062,62,2297,904,1201,1237,1404,1404,1404
5063,63,2297,69,87,121,464,464,464
5064,64,2297,383,619,634,713,713,713
5065,65,2297,485,596,670,839,839,839
5066,66,2297,71,130,304,394,394,394
5067,67,2297,352,1484,2819,2990,2990,2990
5068,68,2297,41,82,112,252,252,252
5069,69,2297,204,257,294,551,551,551
5070,70,2297,84,245,262,277,277,277
5071,71,2297,3331,11430,11444,11570,11570,11570
5072,72,2297,244,417,434,741,741,741
5073,73,2297,127,1521,1649,1824,1824,1824
5074,74,2297,418,458,584,651,651,651
5075,75,2297,120,345,465,792,792,792
5076,76,2297,292,312,318,762,762,762
5077,77,2297,89,128,134,143,143,143
5078,78,2297,357,428,594,698,698,698
5079,79,2297,178,1918,1996,2352,2352,2352
5080,80,2297,392,611,630,685,685,685
5081,81,2297,110,724,1427,1664,1664,1664
5082,82,2297,128,183,205,496,496,496
5083,83,2297,253,370,569,642,642,642
5084,84,2297,147,196,514,693,693,693
5085,85,2297,158,178,210,369,369,369
5086,86,2297,82,221,257,336,336,336
5087,87,2297,105,163,363,482,482,482
5088,88,2297,2365,2460,2531,2839,2839,2839
5089,89,2297,131,875,942,964,964,964
5090,90,2297,206,1761,1889,2340,2340,2340
5091,91,2297,1753,5599,5742,5826,5826,5826
5092,92,2297,656,798,855,1000,1000,1000
5093,93,2297,122,163,285,445,445,445
5094,94,2297,71,81,95,148,148,148
5095,95,2297,169,268,711,762,762,762
5096,96,2297,6535,6593,7015,7122,7122,7122
5097,97,2297,98,111,163,2095,2095,2095
5098,98,2297,2249,2463,2489,2644,2644,2644
5099,99,2297,77,264,306,464,464,464
5100,0,2298,87,425,441,522,522,522
5101,1,2298,74,90,133,241,241,241
5102,2,2298,48,100,129,304,304,304
5103,3,2298,130,301,1030,1129,1129,1129
5104,4,2298,82,211,219,543,543,543
5105,5,2298,150,235,320,411,411,411
5106,6,2298,897,953,1066,1655,1655,1655
5107,7,2298,158,355,421,474,474,474
5108,8,2298,80,170,244,380,380,380
5109,9,2298,63,100,169,415,415,415
5110,10,2298,68,496,561,725,725,725
5111,11,2298,117,1241,1774,1865,1865,1865
5112,12,2298,69,504,597,703,703,703
5113,13,2298,273,1140,1603,1643,1643,1643
5114,14,2298,95,815,1439,3251,3251,3251
5115,15,2298,368,409,627,639,639,639
5116,16,2298,124,171,195,531,531,531
5117,17,2298,174,208,239,391,391,391
5118,18,2298,244,264,275,451,451,451
5119,19,2298,1426,1560,1594,1840,1840,1840
5120,20,2298,3874,4158,4302,4332,4332,4332
5121,21,2298,576,642,648,824,824,824
5122,22,2298,115,200,323,660,660,660
5123,23,2298,53,123,165,299,299,299
5124,24,2298,173,265,313,338,338,338
5125,25,2298,125,297,1080,1104,1104,1104
5126,26,2298,59,222,695,734,734,734
5127,27,2298,469,1038,1085,1189,1189,1189
5128,28,2298,72,795,1035,1180,1180,1180
5129,29,2298,208,264,366,727,727,727
5130,30,2298,834,1023,1092,1173,1173,1173
5131,31,2298,351,702,738,962,962,962
5132,32,2298,465,478,545,557,557,557
5133,33,2298,55,90,103,247,247,247
5134,34,2298,36,44,114,185,185,185
5135,35,2298,886,987,1009,1102,1102,1102
5136,36,2298,154,1298,1497,1903,1903,1903
5137,37,2298,70,1449,1509,1589,1589,1589
5138,38,2298,92,178,217,416,416,416
5139,39,2298,105,186,218,420,420,420
5140,40,2298,1242,1529,3016,3155,3155,3155
5141,41,2298,598,705,834,909,909,909
5142,42,2298,164,276,375,897,897,897
5143,43,2298,6188,6737,6749,6997,6997,6997
5144,44,2298,85,960,984,1153,1153,1153
5145,45,2298,212,660,702,719,719,719
5146,46,2298,81,120,242,363,363,363
5147,47,2298,563,1161,1185,1824,1824,1824
5148,48,2298,303,355,367,550,550,550
5149,49,2298,246,431,446,733,733,733
5150,50,2298,379,469,742,1399,1399,1399
5151,51,2298,79,379,396,404,404,404
5152,52,2298,234,263,426,560,560,560
5153,53,2298,63,618,1493,1575,1575,1575
5154,54,2298,47,165,356,430,430,430
5155,55,2298,113,167,624,710,710,710
5156,56,2298,2829,2881,3214,3491,3491,3491
5157,57,2298,445,603,711,793,793,793
5158,58,2298,119,146,148,342,342,342
5159,59,2298,515,700,779,834,834,834
5160,60,2298,149,177,206,257,257,257
5161,61,2298,289,1047,1123,1507,1507,1507
5162,62,2298,122,345,371,1327,1327,1327
5163,63,2298,71,137,158,308,308,308
5164,64,2298,420,556,1428,1611,1611,1611
5165,65,2298,119,665,745,892,892,892
5166,66,2298,95,106,109,514,514,514
5167,67,2298,200,316,385,1592,1592,1592
5168,68,2298,291,439,486,506,506,506
5169,69,2298,45,284,379,572,572,572
5170,70,2298,1702,2002,2006,2180,2180,2180
5171,71,2298,409,683,692,784,784,784
5172,72,2298,84,152,203,307,307,307
5173,73,2298,120,168,195,719,719,719
5174,74,2298,198,234,425,562,562,562
5175,75,2298,750,1170,1604,1623,1623,1623
5176,76,2298,158,266,351,370,370,370
5177,77,2298,95,246,355,735,735,735
5178,78,2298,115,852,966,1128,1128,1128
5179,79,2298,87,246,490,759,759,759
5180,80,2298,138,521,766,1951,1951,1951
5181,81,2298,119,346,357,612,612,612
5182,82,2298,1773,1953,2058,2129,2129,2129
5183,83,2298,209,218,222,1947,1947,1947
5184,84,2298,167,186,287,396,396,396
5185,85,2298,385,440,590,715,715,715
5186,86,2298,163,286,359,424,424,424
5187,87,2298,118,314,579,587,587,587
5188,88,2298,63,115,190,445,445,445
5189,89,2298,795,3965,4104,4205,4205,4205
5190,90,2298,1808,2326,2364,2408,2408,2408
5191,91,2298,108,142,289,608,608,608
5192,92,2298,230,651,1058,1726,1726,1726
5193,93,2298,178,266,281,737,737,737
5194,94,2298,630,865,888,997,997,997
5195,95,2298,359,867,886,1197,1197,1197
5196,96,2298,242,3759,3853,4154,4154,4154
5197,97,2298,82,154,189,231,231,231
5198,98,2298,336,638,858,1152,1152,1152
5199,99,2298,61,96,98,174,174,174
5200,0,2300,78,229,276,383,383,383
5201,1,2300,126,312,580,600,600,600
5202,2,2300,175,305,334,388,388,388
5203,3,2300,209,3347,3416,3661,3661,3661
5204,4,2300,51,257,269,472,472,472
5205,5,2300,408,494,503,686,686,686
5206,6,2300,53,85,142,200,200,200
5207,7,2300,510,685,749,772,772,772
5208,8,2300,306,830,840,876,876,876
5209,9,2300,325,556,564,967,967,967
5210,10,2300,223,424,435,846,846,846
5211,11,2300,402,684,802,1139,1139,1139
5212,12,2300,43,64,116,288,288,288
5213,13,2300,306,965,1058,1257,1257,1257
5214,14,2300,91,98,193,463,463,463
5215,15,2300,560,1202,1357,1511,1511,1511
5216,16,2300,312,493,1758,1862,1862,1862
5217,17,2300,252,330,375,924,924,924
5218,18,2300,166,202,328,383,383,383
5219,19,2300,667,834,881,1029,1029,1029
5220,20,2300,350,940,1045,1168,1168,1168
5221,21,2300,93,448,503,507,507,507
5222,22,2300,287,369,407,531,531,531
5223,23,2300,110,250,1088,1213,1213,1213
5224,24,2300,55,280,317,373,373,373
5225,25,2300,262,397,425,1027,1027,1027
5226,26,2300,500,4933,4970,5141,5141,5141
5227,27,2300,93,129,161,244,244,244
5228,28,2300,186,392,460,485,485,485
5229,29,2300,337,780,788,954,954,954
5230,30,2300,436,528,565,694,694,694
5231,31,2300,171,222,387,677,677,677
5232,32,2300,2096,2482,2486,2789,2789,2789
5233,33,2300,129,148,198,204,204,204
5234,34,2300,440,535,727,733,733,733
5235,35,2300,85,125,134,295,295,295
5236,36,2300,74,161,509,613,613,613
5237,37,2300,225,418,528,534,534,534
5238,38,2300,184,321,393,442,442,442
5239,39,2300,65,222,244,352,352,352
5240,40,2300,979,1657,1686,1966,1966,1966
5241,41,2300,77,124,157,201,201,201
5242,42,2300,606,899,1028,1072,1072,1072
5243,43,2300,230,604,665,688,688,688
5244,44,2300,226,759,800,820,820,820
5245,45,2300,484,550,567,647,647,647
5246,46,2300,129,198,283,476,476,476
5247,47,2300,187,359,426,534,534,534
5248,48,2300,98,142,146,245,245,245
5249,49,2300,1321,1468,1605,1634,1634,1634
5250,50,2300,122,443,558,591,591,591
5251,51,2300,364,723,764,873,873,873
5252,52,2300,241,284,388,530,530,530
5253,53,2300,400,750,1545,1626,1626,1626
5254,54,2300,67,247,258,508,508,508
5255,55,2300,249,280,1163,1245,1245,1245
5256,56,2300,116,202,586,747,747,747
5257,57,2300,68,90,262,408,408,408
5258,58,2300,85,608,772,799,799,799
5259,59,2300,118,185,543,555,555,555
5260,60,2300,45,362,482,560,560,560
5261,61,2300,79,124,157,478,478,478
5262,62,2300,267,324,385,441,441,441
5263,63,2300,34,62,158,196,196,196
5264,64,2300,68,91,257,461,461,461
5265,65,2300,182,1927,1979,2142,2142,2142
5266,66,2300,1234,1642,1959,2158,2158,2158
5267,67,2300,118,239,353,559,559,559
5268,68,2300,118,324,563,823,823,823
5269,69,2300,42,66,125,264,264,264
5270,70,2300,94,126,296,300,300,300
5271,71,2300,151,625,812,1045,1045,1045
5272,72,2300,199,230,245,257,257,257
5273,73,2300,58,74,1376,1400,1400,1400
5274,74,2300,159,308,442,506,506,506
5275,75,2300,87,148,332,421,421,421
5276,76,2300,170,2437,2585,2609,2609,2609
5277,77,2300,146,233,421,478,478,478
5278,78,2300,862,1384,1535,1613,1613,1613
5279,79,2300,113,191,328,373,373,373
5280,80,2300,162,246,297,461,461,461
5281,81,2300,368,1231,1269,1601,1601,1601
5282,82,2300,77,229,259,436,436,436
5283,83,2300,225,746,776,808,808,808
5284,84,2300,69,113,282,399,399,399
5285,85,2300,287,1330,2027,2061,2061,2061
5286,86,2300,107,178,202,244,244,244
5287,87,2300,72,195,228,444,444,444
5288,88,2300,70,1537,1586,1779,1779,1779
5289,89,2300,131,401,496,544,544,544
5290,90,2300,123,711,1169,1422,1422,1422
5291,91,2300,150,363,393,535,535,535
5292,92,2300,141,225,708,862,862,862
5293,93,2300,67,194,200,613,613,613
5294,94,2300,257,318,748,1192,1192,1192
5295,95,2300,48,123,155,952,952,952
5296,96,2300,70,324,546,736,736,736
5297,97,2300,59,91,121,183,183,183
5298,98,2300,1209,4019,4257,4356,4356,4356
5299,99,2300,98,312,327,1687,1687,1687
5300,0,2304,118,161,579,740,740,740
5301,1,2304,688,1353,1728,1995,1995,1995
5302,2,2304,302,422,460,485,485,485
5303,3,2304,239,388,595,733,733,733
5304,4,2304,156,203,287,329,329,329
5305,5,2304,212,244,353,477,477,477
5306,6,2304,293,417,472,489,489,489
5307,7,2304,214,420,536,560,560,560
5308,8,2304,54,517,587,712,712,712
5309,9,2304,84,97,116,255,255,255
5310,10,2304,133,214,242,570,570,570
5311,11,2304,109,282,298,367,367,367
5312,12,2304,251,413,438,451,451,451
5313,13,2304,82,168,179,395,395,395
5314,14,2304,617,759,837,972,972,972
5315,15,2304,149,187,311,330,330,330
5316,16,2304,3861,3959,4220,4852,4852,4852
5317,17,2304,144,299,301,588,588,588
5318,18,2304,79,130,182,218,218,218
5319,19,2304,587,700,905,961,961,961
5320,20,2304,146,493,572,708,708,708
5321,21,2304,112,261,566,794,794,794
5322,22,2304,377,413,460,550,550,550
5323,23,2304,120,293,338,690,690,690
5324,24,2304,83,386,2023,2179,2179,2179
5325,25,2304,212,261,349,453,453,453
5326,26,2304,94,550,567,681,681,681
5327,27,2304,1918,2115,2165,2630,2630,2630
5328,28,2304,179,233,303,523,523,523
5329,29,2304,194,219,403,579,579,579
5330,30,2304,2509,2872,2908,3062,3062,3062
5331,31,2304,83,100,118,235,235,235
5332,32,2304,202,275,297,320,320,320
5333,33,2304,69,83,148,185,185,185
5334,34,2304,57,65,67,639,639,639
5335,35,2304,577,889,1283,1435,1435,1435
5336,36,2304,352,398,432,1384,1384,1384
5337,37,2304,1891,2379,2413,2643,2643,2643
5338,38,2304,630,835,1030,1175,1175,1175
5339,39,2304,54,86,112,407,407,407
5340,40,2304,493,564,650,1043,1043,1043
5341,41,2304,1038,2850,2893,2919,2919,2919
5342,42,2304,212,295,379,454,454,454
5343,43,2304,69,348,366,379,379,379
5344,44,2304,70,226,233,412,412,412
5345,45,2304,70,155,182,266,266,266
5346,46,2304,603,650,714,860,860,860
5347,47,2304,390,488,798,1285,1285,1285
5348,48,2304,96,249,316,325,325,325
5349,49,2304,298,420,504,585,585,585
5350,50,2304,115,235,405,446,446,446
5351,51,2304,130,411,440,669,669,669
5352,52,2304,77,108,271,484,484,484
5353,53,2304,82,1417,1435,1643,1643,1643
5354,54,2304,538,577,614,1211,1211,1211
5355,55,2304,97,377,464,481,481,481
5356,56,2304,1940,2095,3015,3455,3455,3455
5357,57,2304,263,2280,2535,2592,2592,2592
5358,58,2304,105,208,310,370,370,370
5359,59,2304,106,143,169,378,378,378
5360,60,2304,283,368,425,895,895,895
