Source,Target,Type,Weight
90,38,Undirected,5.2666
90,41,Undirected,0.94615
90,43,Undirected,1.2086
90,47,Undirected,0.10554
90,49,Undirected,0.56101
90,51,Undirected,1.0147
90,54,Undirected,0.22742
90,55,Undirected,1.3571
90,56,Undirected,2.9755
90,58,Undirected,1.6582
90,60,Undirected,6.2387
90,66,Undirected,0.92508
90,68,Undirected,0.77721
90,69,Undirected,0.60712
90,71,Undirected,3.4695
90,72,Undirected,1.1037
90,74,Undirected,1.2423
90,78,Undirected,0.46377
90,82,Undirected,3.8891
90,83,Undirected,5.702
90,85,Undirected,1.2766
90,86,Undirected,0.41404
90,88,Undirected,1.1247
91,1,Undirected,0.043074
91,4,Undirected,1.1468
91,6,Undirected,0.88243
91,7,Undirected,2.4234
91,8,Undirected,1.0061
91,11,Undirected,0.2978
91,12,Undirected,0.47045
91,17,Undirected,0.87579
91,20,Undirected,0.4493
91,21,Undirected,1.5698
91,23,Undirected,0.75334
91,24,Undirected,0.76906
91,29,Undirected,0.12766
91,30,Undirected,1.0399
91,35,Undirected,2.5243
91,36,Undirected,1.9422
91,37,Undirected,0.37368
91,38,Undirected,0.14753
91,41,Undirected,1.6446
91,45,Undirected,1.8376
91,47,Undirected,2.2834
91,48,Undirected,1.4249
91,55,Undirected,0.8313
91,56,Undirected,0.0028402
91,58,Undirected,1.9494
91,60,Undirected,0.49031
91,66,Undirected,1.0685
91,67,Undirected,0.46753
91,69,Undirected,0.59681
91,70,Undirected,0.14713
91,71,Undirected,0.15701
91,72,Undirected,0.80036
91,74,Undirected,0.23482
91,76,Undirected,2.0703
91,77,Undirected,0.19244
91,81,Undirected,1.4403
91,83,Undirected,2.0998
91,84,Undirected,4.1789
91,86,Undirected,2.3062
92,1,Undirected,1.9701
92,6,Undirected,0.43865
92,7,Undirected,1.1179
92,10,Undirected,1.5108
92,13,Undirected,0.34835
92,17,Undirected,0.17054
92,19,Undirected,0.84698
92,22,Undirected,1.3544
92,24,Undirected,1.7757
92,25,Undirected,0.4943
92,28,Undirected,0.86167
92,30,Undirected,2.5619
92,31,Undirected,2.5585
92,32,Undirected,0.7056
92,33,Undirected,1.8445
92,34,Undirected,1.283
92,35,Undirected,0.68635
92,37,Undirected,0.98566
92,38,Undirected,1.1631
92,44,Undirected,2.8782
92,45,Undirected,1.8669
92,47,Undirected,1.1031
92,49,Undirected,0.026838
92,53,Undirected,0.96406
92,55,Undirected,0.82318
92,56,Undirected,2.1774
92,57,Undirected,2.6852
92,58,Undirected,3.3482
92,62,Undirected,4.4338
92,64,Undirected,1.1254
92,66,Undirected,0.42508
92,68,Undirected,1.1316
92,69,Undirected,3.3336
92,72,Undirected,0.4772
92,73,Undirected,1.4974
92,74,Undirected,1.1269
92,76,Undirected,2.3861
92,78,Undirected,0.25275
92,79,Undirected,1.3252
92,81,Undirected,0.65791
92,82,Undirected,2.177
92,83,Undirected,0.54921
92,85,Undirected,2.1329
92,87,Undirected,2.5625
92,90,Undirected,1.693
93,0,Undirected,1.4935
93,1,Undirected,0.56869
93,2,Undirected,0.66964
93,4,Undirected,1.6763
93,6,Undirected,0.6094
93,10,Undirected,0.92969
93,11,Undirected,0.74727
93,13,Undirected,1.0808
93,16,Undirected,0.47707
93,24,Undirected,0.86894
93,25,Undirected,1.6644
93,26,Undirected,0.27115
93,28,Undirected,0.66631
93,29,Undirected,0.67371
93,33,Undirected,0.080319
93,34,Undirected,0.57906
93,36,Undirected,0.71213
93,40,Undirected,1.0031
93,44,Undirected,3.5213
93,46,Undirected,0.52353
93,50,Undirected,0.44946
93,52,Undirected,1.2248
93,53,Undirected,0.83614
93,54,Undirected,1.9612
93,56,Undirected,1.3677
93,57,Undirected,1.4289
93,59,Undirected,0.4044
93,60,Undirected,1.0012
93,61,Undirected,0.2342
93,63,Undirected,2.0877
93,64,Undirected,2.1009
93,65,Undirected,1.3018
93,66,Undirected,0.37258
93,69,Undirected,0.67466
93,74,Undirected,0.01154
93,78,Undirected,0.19102
93,79,Undirected,2.2938
93,80,Undirected,1.4067
93,81,Undirected,1.6208
93,85,Undirected,1.4198
93,86,Undirected,1.4963
93,87,Undirected,0.62258
93,89,Undirected,2.3834
93,90,Undirected,1.5147
93,91,Undirected,0.88648
93,92,Undirected,1.7963
94,0,Undirected,0.53679
94,1,Undirected,0.066848
94,2,Undirected,0.83238
94,8,Undirected,0.43567
94,14,Undirected,0.84562
94,15,Undirected,0.57042
94,16,Undirected,1.9456
94,24,Undirected,2.6899
94,26,Undirected,0.91494
94,27,Undirected,3.0427
94,31,Undirected,0.85201
94,32,Undirected,0.31154
94,37,Undirected,0.75357
94,38,Undirected,2.2184
94,39,Undirected,0.18256
94,40,Undirected,0.50541
94,42,Undirected,0.95379
94,43,Undirected,1.2376
94,44,Undirected,6.025
94,47,Undirected,1.482
94,49,Undirected,1.3256
94,50,Undirected,1.3907
94,51,Undirected,2.0199
94,53,Undirected,0.94509
94,54,Undirected,2.4351
94,55,Undirected,0.19195
94,57,Undirected,0.43218
94,58,Undirected,1.037
94,59,Undirected,3.2199
94,64,Undirected,4.7975
94,65,Undirected,0.092661
94,67,Undirected,0.39209
94,70,Undirected,1.094
94,71,Undirected,1.0849
94,73,Undirected,0.88233
94,76,Undirected,4.7364
94,77,Undirected,3.2368
94,80,Undirected,8.1373
94,81,Undirected,1.7007
94,82,Undirected,3.4753
94,87,Undirected,3.9735
94,88,Undirected,1.1399
94,89,Undirected,6.801
94,91,Undirected,5.3516
94,92,Undirected,2.4918
95,4,Undirected,0.53686
95,6,Undirected,0.25751
95,10,Undirected,0.85222
95,11,Undirected,2.0936
95,12,Undirected,0.90345
95,14,Undirected,0.31102
95,15,Undirected,0.94466
95,19,Undirected,0.18034
95,22,Undirected,0.15313
95,26,Undirected,1.3785
95,30,Undirected,0.19492
95,34,Undirected,0.38379
95,36,Undirected,0.24282
95,43,Undirected,0.76093
95,44,Undirected,1.3649
95,50,Undirected,1.1946
95,53,Undirected,0.69631
95,55,Undirected,1.5575
95,56,Undirected,0.60235
95,57,Undirected,0.91293
95,58,Undirected,0.18345
95,59,Undirected,0.26221
95,62,Undirected,1.994
95,64,Undirected,2.1373
95,65,Undirected,1.1682
95,73,Undirected,0.43324
95,76,Undirected,0.46367
95,80,Undirected,2.1021
95,81,Undirected,0.90195
95,82,Undirected,2.3496
95,84,Undirected,0.28591
95,88,Undirected,0.40004
95,89,Undirected,0.42771
95,90,Undirected,1.2385
95,93,Undirected,1.1464
96,0,Undirected,1.6098
96,1,Undirected,1.8396
96,2,Undirected,1.7114
96,5,Undirected,0.62605
96,11,Undirected,1.2339
96,13,Undirected,6.4154
96,17,Undirected,2.1348
96,18,Undirected,0.65555
96,20,Undirected,2.0927
96,25,Undirected,0.15853
96,26,Undirected,1.907
96,28,Undirected,2.3912
96,29,Undirected,0.14578
96,30,Undirected,1.596
96,32,Undirected,0.12529
96,33,Undirected,1.606
96,37,Undirected,0.49922
96,38,Undirected,1.2572
96,39,Undirected,0.83891
96,41,Undirected,1.0669
96,45,Undirected,0.80529
96,46,Undirected,0.66999
96,48,Undirected,1.2942
96,50,Undirected,3.7364
96,52,Undirected,1.9612
96,56,Undirected,3.1062
96,60,Undirected,0.057822
96,61,Undirected,1.2856
96,62,Undirected,0.17949
96,63,Undirected,1.5704
96,68,Undirected,1.9056
96,69,Undirected,0.015227
96,70,Undirected,1.8517
96,72,Undirected,7.2717
96,75,Undirected,1.4235
96,76,Undirected,1.6942
96,77,Undirected,3.0498
96,79,Undirected,6.2773
96,81,Undirected,0.53976
96,83,Undirected,3.8554
96,86,Undirected,1.3413
96,89,Undirected,2.6494
96,90,Undirected,0.73649
96,92,Undirected,0.065279
96,94,Undirected,10.002
96,95,Undirected,1.5356
97,0,Undirected,2.0577
97,4,Undirected,1.6593
97,5,Undirected,0.26821
97,8,Undirected,2.1022
97,9,Undirected,1.2215
97,11,Undirected,0.029304
97,15,Undirected,2.4665
97,16,Undirected,4.7109
97,17,Undirected,0.51701
97,18,Undirected,1.2327
97,19,Undirected,0.25223
97,21,Undirected,2.5057
97,24,Undirected,0.52374
97,26,Undirected,2.277
97,27,Undirected,2.6803
97,30,Undirected,0.63871
97,31,Undirected,3.15
97,33,Undirected,1.1304
97,35,Undirected,4.5025
97,40,Undirected,1.1312
97,42,Undirected,0.77236
97,43,Undirected,1.7241
97,44,Undirected,3.7349
97,47,Undirected,2.0729
97,48,Undirected,2.9596
97,49,Undirected,1.7093
97,51,Undirected,0.26504
97,55,Undirected,1.0156
97,58,Undirected,4.53
97,60,Undirected,0.63535
97,64,Undirected,2.1318
97,65,Undirected,1.2084
97,66,Undirected,1.3632
97,67,Undirected,1.9127
97,69,Undirected,1.9359
97,71,Undirected,1.6301
97,72,Undirected,0.80759
97,74,Undirected,0.087973
97,76,Undirected,0.91883
97,77,Undirected,0.33456
97,78,Undirected,1.76
97,80,Undirected,4.4096
97,82,Undirected,6.2072
97,84,Undirected,2.9862
97,86,Undirected,1.2878
97,88,Undirected,0.29982
97,89,Undirected,3.1715
97,92,Undirected,5.6138
97,93,Undirected,0.42912
97,95,Undirected,2.234
97,96,Undirected,5.83
98,2,Undirected,2.5794
98,3,Undirected,0.98666
98,6,Undirected,3.1365
98,13,Undirected,1.4247
98,16,Undirected,0.96728
98,20,Undirected,1.1455
98,22,Undirected,0.057698
98,28,Undirected,1.7004
98,29,Undirected,1.0575
98,32,Undirected,1.3746
98,39,Undirected,0.50624
98,41,Undirected,0.63276
98,43,Undirected,0.32852
98,45,Undirected,0.66521
98,50,Undirected,0.24318
98,52,Undirected,4.7436
98,54,Undirected,2.1684
98,57,Undirected,0.30182
98,59,Undirected,0.20533
98,63,Undirected,0.0708
98,66,Undirected,1.589
98,70,Undirected,1.8509
98,72,Undirected,0.36586
98,75,Undirected,0.16825
98,78,Undirected,2.0867
98,79,Undirected,4.4944
98,81,Undirected,7.2188
98,83,Undirected,2.0856
98,85,Undirected,4.86
98,86,Undirected,0.66908
98,87,Undirected,1.6033
98,89,Undirected,0.26778
98,94,Undirected,1.9585
98,95,Undirected,4.0502
98,97,Undirected,5.2821
99,0,Undirected,2.0156
99,8,Undirected,0.60692
99,10,Undirected,0.98433
99,15,Undirected,1.3803
99,18,Undirected,0.70508
99,24,Undirected,1.4847
99,26,Undirected,1.465
99,28,Undirected,1.7401
99,31,Undirected,0.00095673
99,38,Undirected,0.8836
99,43,Undirected,1.3799
99,48,Undirected,2.8796
99,50,Undirected,1.4264
99,51,Undirected,0.75691
99,54,Undirected,2.3761
99,56,Undirected,2.0588
99,61,Undirected,0.1032
99,62,Undirected,2.1216
99,64,Undirected,2.0234
99,67,Undirected,1.31
99,71,Undirected,1.0479
99,72,Undirected,1.2225
99,73,Undirected,2.4088
99,75,Undirected,0.37834
99,77,Undirected,2.1998
99,79,Undirected,2.1697
99,80,Undirected,2.3062
99,82,Undirected,5.9094
99,85,Undirected,1.5159
99,87,Undirected,1.8185
99,88,Undirected,1.5856
99,89,Undirected,2.2369
99,91,Undirected,2.083
99,92,Undirected,0.55448
99,98,Undirected,0.1151
