Source,Target,Type,Weight
91,17,Undirected,0.9349
91,20,Undirected,0.84805
91,22,Undirected,0.87542
91,23,Undirected,0.078368
91,27,Undirected,0.36899
91,28,Undirected,0.36686
91,30,Undirected,1.1117
91,34,Undirected,0.44945
91,35,Undirected,0.59735
91,37,Undirected,1.0213
91,41,Undirected,1.6395
91,42,Undirected,0.041328
91,44,Undirected,0.88879
91,45,Undirected,0.066656
91,47,Undirected,2.3596
91,48,Undirected,1.4075
91,55,Undirected,0.83188
91,56,Undirected,0.42717
91,58,Undirected,1.7534
91,60,Undirected,0.21715
91,66,Undirected,0.53183
91,67,Undirected,0.9301
91,69,Undirected,1.0592
91,70,Undirected,0.60331
91,74,Undirected,1.4078
91,76,Undirected,2.427
91,77,Undirected,0.0041069
91,79,Undirected,0.58415
91,83,Undirected,1.3602
91,84,Undirected,5.8353
91,86,Undirected,2.7612
92,1,Undirected,0.0045449
92,5,Undirected,0.24117
92,7,Undirected,1.6861
92,11,Undirected,0.77874
92,13,Undirected,1.9554
92,14,Undirected,0.81573
92,17,Undirected,1.6847
92,22,Undirected,1.8535
92,24,Undirected,0.21905
92,25,Undirected,0.64555
92,30,Undirected,0.94596
92,31,Undirected,2.5805
92,32,Undirected,1.0164
92,33,Undirected,0.61687
92,34,Undirected,0.091834
92,35,Undirected,0.46606
92,36,Undirected,0.020499
92,37,Undirected,2.3838
92,38,Undirected,2.3472
92,40,Undirected,1.0093
92,41,Undirected,0.11694
92,44,Undirected,5.3831
92,45,Undirected,0.76349
92,47,Undirected,0.87514
92,48,Undirected,0.65557
92,51,Undirected,1.0843
92,52,Undirected,0.26153
92,53,Undirected,0.73654
92,55,Undirected,0.78438
92,56,Undirected,3.4828
92,57,Undirected,1.4285
92,58,Undirected,1.9621
92,60,Undirected,1.0069
92,61,Undirected,0.5348
92,62,Undirected,0.42107
92,64,Undirected,0.78434
92,66,Undirected,0.27991
92,67,Undirected,0.31785
92,69,Undirected,1.8538
92,72,Undirected,1.2917
92,73,Undirected,2.6689
92,74,Undirected,0.36158
92,75,Undirected,0.33404
92,76,Undirected,4.3005
92,79,Undirected,0.39261
92,80,Undirected,0.24865
92,82,Undirected,3.1336
92,83,Undirected,2.8491
92,85,Undirected,0.41673
92,87,Undirected,3.02
92,89,Undirected,1.3702
92,90,Undirected,1.1207
93,0,Undirected,0.14446
93,2,Undirected,0.72463
93,5,Undirected,1.6672
93,9,Undirected,0.90987
93,10,Undirected,1.084
93,11,Undirected,2.9358
93,13,Undirected,0.88504
93,18,Undirected,0.14325
93,19,Undirected,0.287
93,24,Undirected,0.26672
93,25,Undirected,0.035094
93,28,Undirected,1.1754
93,29,Undirected,1.2894
93,33,Undirected,1.1019
93,34,Undirected,0.42417
93,37,Undirected,0.47187
93,38,Undirected,0.9879
93,39,Undirected,0.10221
93,40,Undirected,1.0652
93,44,Undirected,3.4882
93,48,Undirected,0.89439
93,51,Undirected,1.0219
93,52,Undirected,0.98279
93,54,Undirected,1.7188
93,56,Undirected,0.50235
93,57,Undirected,0.6224
93,58,Undirected,0.26445
93,61,Undirected,0.42704
93,63,Undirected,0.43725
93,64,Undirected,1.0557
93,65,Undirected,2.0535
93,71,Undirected,0.032991
93,75,Undirected,0.39232
93,78,Undirected,0.13264
93,79,Undirected,4.2379
93,80,Undirected,2.9238
93,81,Undirected,1.1974
93,84,Undirected,0.0811
93,85,Undirected,2.9269
93,86,Undirected,2.6312
93,88,Undirected,0.0012651
93,89,Undirected,1.9977
93,90,Undirected,0.67395
93,91,Undirected,2.2425
94,0,Undirected,2.3989
94,1,Undirected,0.49453
94,2,Undirected,1.067
94,8,Undirected,0.83276
94,15,Undirected,0.012145
94,16,Undirected,0.41297
94,18,Undirected,0.61879
94,26,Undirected,0.79036
94,27,Undirected,3.1658
94,31,Undirected,2.2277
94,37,Undirected,0.618
94,38,Undirected,2.4458
94,39,Undirected,0.37499
94,40,Undirected,1.1605
94,42,Undirected,0.95983
94,43,Undirected,0.70817
94,44,Undirected,4.9483
94,46,Undirected,0.60542
94,48,Undirected,0.57722
94,49,Undirected,0.80647
94,50,Undirected,1.5761
94,51,Undirected,0.53381
94,54,Undirected,1.6781
94,59,Undirected,2.4223
94,61,Undirected,0.71281
94,64,Undirected,5.7016
94,67,Undirected,0.032328
94,68,Undirected,0.021813
94,70,Undirected,0.44799
94,71,Undirected,0.20852
94,73,Undirected,1.9886
94,75,Undirected,0.10112
94,76,Undirected,4.5435
94,77,Undirected,1.8541
94,78,Undirected,0.1333
94,80,Undirected,8.0501
94,81,Undirected,0.76079
94,82,Undirected,1.8276
94,85,Undirected,0.28765
94,87,Undirected,0.8559
94,88,Undirected,0.89231
94,89,Undirected,5.614
94,91,Undirected,2.6184
94,92,Undirected,3.2503
95,0,Undirected,1.3346
95,4,Undirected,0.31365
95,6,Undirected,1.0478
95,7,Undirected,0.24866
95,8,Undirected,0.55368
95,11,Undirected,1.1207
95,15,Undirected,0.56492
95,19,Undirected,0.34376
95,23,Undirected,0.75114
95,25,Undirected,0.17365
95,26,Undirected,0.49213
95,27,Undirected,0.21518
95,28,Undirected,1.7717
95,29,Undirected,0.049067
95,30,Undirected,0.84942
95,32,Undirected,0.12365
95,34,Undirected,1.034
95,37,Undirected,0.49561
95,38,Undirected,0.62854
95,42,Undirected,0.73446
95,46,Undirected,0.074441
95,50,Undirected,0.37081
95,53,Undirected,0.82844
95,54,Undirected,0.0040592
95,56,Undirected,0.18582
95,57,Undirected,1.7653
95,62,Undirected,1.4107
95,64,Undirected,0.089118
95,65,Undirected,0.55344
95,69,Undirected,0.20775
95,72,Undirected,0.97144
95,75,Undirected,0.48842
95,76,Undirected,0.39954
95,77,Undirected,0.30841
95,79,Undirected,0.74026
95,82,Undirected,1.3697
95,84,Undirected,0.73276
95,85,Undirected,0.19745
95,88,Undirected,0.40059
95,89,Undirected,1.3946
95,90,Undirected,0.96506
95,93,Undirected,1.3699
96,1,Undirected,0.49254
96,4,Undirected,0.20652
96,6,Undirected,0.46919
96,7,Undirected,0.1599
96,8,Undirected,0.7641
96,10,Undirected,0.5237
96,11,Undirected,1.262
96,12,Undirected,0.80729
96,13,Undirected,3.213
96,17,Undirected,0.27973
96,20,Undirected,0.078121
96,23,Undirected,0.94261
96,25,Undirected,1.4387
96,26,Undirected,4.3287
96,27,Undirected,0.24096
96,28,Undirected,2.2719
96,33,Undirected,1.3121
96,34,Undirected,0.30979
96,39,Undirected,0.84083
96,40,Undirected,0.013563
96,41,Undirected,1.1796
96,44,Undirected,2.0892
96,47,Undirected,3.7035
96,48,Undirected,0.12731
96,50,Undirected,4.6368
96,52,Undirected,0.16657
96,56,Undirected,3.7865
96,60,Undirected,1.0182
96,67,Undirected,0.04233
96,68,Undirected,1.1392
96,69,Undirected,1.2793
96,70,Undirected,0.41967
96,72,Undirected,4.6137
96,73,Undirected,0.16659
96,75,Undirected,3.3397
96,76,Undirected,3.2049
96,77,Undirected,3.6101
96,79,Undirected,6.3543
96,82,Undirected,0.35574
96,83,Undirected,1.2324
96,85,Undirected,1.0897
96,86,Undirected,0.69091
96,89,Undirected,4.4776
96,90,Undirected,0.60471
96,94,Undirected,9.2545
96,95,Undirected,0.83581
97,0,Undirected,0.23713
97,8,Undirected,4.0077
97,11,Undirected,1.2605
97,12,Undirected,1.6443
97,16,Undirected,4.7674
97,18,Undirected,1.7678
97,19,Undirected,0.84584
97,20,Undirected,0.97217
97,21,Undirected,2.0959
97,22,Undirected,0.1093
97,24,Undirected,1.9704
97,27,Undirected,2.2776
97,30,Undirected,2.7017
97,31,Undirected,2.8363
97,35,Undirected,5.2375
97,36,Undirected,0.14671
97,40,Undirected,1.6704
97,41,Undirected,1.1332
97,42,Undirected,1.5725
97,43,Undirected,3.3516
97,44,Undirected,1.8399
97,45,Undirected,1.7101
97,47,Undirected,2.5445
97,48,Undirected,0.67978
97,49,Undirected,0.92841
97,51,Undirected,0.46437
97,55,Undirected,1.9792
97,58,Undirected,4.8081
97,60,Undirected,0.7289
97,61,Undirected,0.072976
97,62,Undirected,1.2159
97,65,Undirected,2.4924
97,66,Undirected,1.431
97,67,Undirected,0.52911
97,69,Undirected,3.7218
97,71,Undirected,1.1249
97,73,Undirected,1.0966
97,76,Undirected,0.94401
97,77,Undirected,0.16502
97,78,Undirected,2.9889
97,80,Undirected,6.0371
97,82,Undirected,4.376
97,84,Undirected,4.749
97,85,Undirected,0.60604
97,86,Undirected,2.965
97,89,Undirected,5.3213
97,92,Undirected,4.1278
97,95,Undirected,0.98822
97,96,Undirected,2.4415
98,2,Undirected,0.041531
98,6,Undirected,0.4125
98,7,Undirected,0.36599
98,13,Undirected,1.2691
98,16,Undirected,1.2301
98,17,Undirected,0.78791
98,22,Undirected,0.68023
98,25,Undirected,0.80126
98,28,Undirected,1.5822
98,32,Undirected,0.74794
98,34,Undirected,0.36225
98,37,Undirected,0.26456
98,39,Undirected,0.13113
98,41,Undirected,0.96145
98,43,Undirected,0.5996
98,45,Undirected,1.1729
98,50,Undirected,0.77694
98,52,Undirected,5.1066
98,54,Undirected,2.1967
98,56,Undirected,1.7942
98,66,Undirected,1.0563
98,67,Undirected,1.0004
98,68,Undirected,0.36848
98,70,Undirected,1.5574
98,71,Undirected,0.48643
98,72,Undirected,1.5464
98,74,Undirected,0.086845
98,77,Undirected,0.38679
98,78,Undirected,0.028664
98,79,Undirected,5.6211
98,81,Undirected,6.748
98,85,Undirected,3.768
98,86,Undirected,0.18985
98,87,Undirected,0.85363
98,89,Undirected,0.86429
98,92,Undirected,0.4975
98,94,Undirected,2.0878
98,95,Undirected,4.4399
98,97,Undirected,6.2703
99,0,Undirected,2.2797
99,1,Undirected,0.33228
99,2,Undirected,1.1957
99,3,Undirected,1.9686
99,10,Undirected,1.3909
99,13,Undirected,0.1201
99,14,Undirected,0.3146
99,15,Undirected,0.042276
99,18,Undirected,0.63389
99,26,Undirected,1.4686
99,27,Undirected,1.4834
99,28,Undirected,0.52442
99,31,Undirected,1.2956
99,37,Undirected,0.75999
99,38,Undirected,2.0307
99,40,Undirected,0.0025479
99,48,Undirected,1.5408
99,50,Undirected,0.82782
99,51,Undirected,1.1356
99,54,Undirected,1.0095
99,56,Undirected,0.75059
99,61,Undirected,1.1273
99,62,Undirected,1.485
99,64,Undirected,1.2235
99,67,Undirected,3.6
99,71,Undirected,1.2645
99,72,Undirected,3.7428
99,73,Undirected,1.8069
99,74,Undirected,0.82118
99,77,Undirected,0.60477
99,79,Undirected,2.3628
99,80,Undirected,2.2892
99,82,Undirected,6.7379
99,87,Undirected,0.6687
99,88,Undirected,1.6796
99,89,Undirected,2.811
99,91,Undirected,1.7826
99,96,Undirected,0.18672
99,98,Undirected,1.3281
